product,page,page_title,section,item,attribute,value,doc_url
liff,liff/differences-between-liff-browser-and-external-browser,The differences between the LIFF browser and external browser,,Service Workers,Description,"A feature that enables offline support, background synchronization, push notifications, etc. in a web application",https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-external-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,Identify from the user interface,Header Minimizing button is not present Action button is present (\*) Footer is not present,LINE's in-app browser,Header Minimizing button is present Action button is not present Footer is present,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Specifying the view size,LIFF browser,✅,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Specifying the view size,LINE's in-app browser,❌,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Action button,LIFF browser,✅,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Action button,LINE's in-app browser,❌,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Multi-tab view,LIFF browser,✅,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Multi-tab view,LINE's in-app browser,❌,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,2D code reader,LIFF browser,✅,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,2D code reader,LINE's in-app browser,❌,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Sending messages to the chat room,LIFF browser,✅,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Sending messages to the chat room,LINE's in-app browser,❌,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Share target picker,LIFF browser,✅,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Share target picker,LINE's in-app browser,❌,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Popup display when navigating to an external site that isn't a LIFF app,LIFF browser,✅,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,Popup display when navigating to an external site that isn't a LIFF app,LINE's in-app browser,❌,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,LIFF-to-LIFF transition,LIFF browser,✅,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/differences-between-liff-browser-and-line-in-app-browser,The differences between LIFF browser and LINE's in-app browser,The differences in features available between the LIFF browser and LINE's in-app browser,LIFF-to-LIFF transition,LINE's in-app browser,❌,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-line-in-app-browser/
liff,liff/getting-started,Create a channel,2. Create a channel,LINE Login,Description,"If you want to create a LIFF app, or try the LIFF starter app in the next step, or build a LIFF app development environment with Create LIFF App, create a LINE Login channel.",https://developers.line.biz/en/docs/liff/getting-started/
liff,liff/getting-started,Create a channel,2. Create a channel,LINE MINI App,Description,"If you want to create a LIFF app with LINE MINI App, create a LINE MINI App channel.",https://developers.line.biz/en/docs/liff/getting-started/
liff,liff/liff-cli,LIFF CLI,Operating environment of the LIFF CLI,LIFF CLI,Version,0.4.1,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Operating environment of the LIFF CLI,LIFF SDK,Version,2.24.0,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Operating environment of the LIFF CLI,Node.js,Version,22.2.0,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Operating environment of the LIFF CLI,npm,Version,10.7.0,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,"-c, --channel-id",Description,"Specify the channel ID of a channel for which you want to create a LIFF app. If the channel ID is omitted, the channel ID of the default channel is specified.",https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,"-n, --name",Required,✅,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,"-n, --name",Description,"Specify a LIFF app name. The LIFF app name can't include ""LINE"" or similar strings, or inappropriate strings.",https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,"-e, --endpoint-url",Required,✅,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,"-v, --view-type",Required,✅,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,"-v, --view-type",Description,"Size of a LIFF app view. Specify one of these values: full tall compact For more information, see Size of the LIFF browser.",https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,--liff-id,Required,✅,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,--liff-id,Description,Specify a LIFF ID you want to update.,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-cli,LIFF CLI,Options,--channel-id,Description,"Specify the channel ID of the channel which a LIFF app belongs to. If the channel ID is omitted, the channel ID of the default channel is specified.",https://developers.line.biz/en/docs/liff/liff-cli/
